indicator_id,indicator_nameA,indicator_nameE,period,frequency,year,quarter,month,value,unitA,unitE,sourceId,periodicityId,periodicityA,periodicityE,dimensions,dataQuality,changeRate
879,حجم الائتمان المحلي,Domestic Credit,2007-03,M,2007,,3,522526.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-04,M,2007,,4,521762.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-05,M,2007,,5,529375.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-06,M,2007,,6,531314.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-07,M,2007,,7,539011.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-08,M,2007,,8,548504.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-09,M,2007,,9,552226.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-10,M,2007,,10,554403.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-11,M,2007,,11,562015.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2007-12,M,2007,,12,567507.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-01,M,2008,,1,572807.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-02,M,2008,,2,578204.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-03,M,2008,,3,595334.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-04,M,2008,,4,599241.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-05,M,2008,,5,598870.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-06,M,2008,,6,570953.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-07,M,2008,,7,591003.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-08,M,2008,,8,602147.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-09,M,2008,,9,621486.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-10,M,2008,,10,638105.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-11,M,2008,,11,647651.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2008-12,M,2008,,12,661796.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-01,M,2009,,1,666314.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-02,M,2009,,2,670728.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-03,M,2009,,3,690179.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-04,M,2009,,4,695912.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-05,M,2009,,5,696123.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-06,M,2009,,6,695326.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-07,M,2009,,7,710903.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-08,M,2009,,8,716537.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-09,M,2009,,9,729295.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-10,M,2009,,10,728385.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-11,M,2009,,11,730229.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2009-12,M,2009,,12,746813.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-01,M,2010,,1,743613.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-02,M,2010,,2,743659.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-03,M,2010,,3,750883.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-04,M,2010,,4,746878.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-05,M,2010,,5,760247.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-06,M,2010,,6,775268.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-07,M,2010,,7,794354.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-08,M,2010,,8,786269.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-09,M,2010,,9,792347.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-10,M,2010,,10,803678.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-11,M,2010,,11,813903.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2010-12,M,2010,,12,805057.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-01,M,2011,,1,814739.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-02,M,2011,,2,851595.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-03,M,2011,,3,870469.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-04,M,2011,,4,879126.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-05,M,2011,,5,885103.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-06,M,2011,,6,892766.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-07,M,2011,,7,910055.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-08,M,2011,,8,922734.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-09,M,2011,,9,943115.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-10,M,2011,,10,955671.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-11,M,2011,,11,977626.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2011-12,M,2011,,12,987400.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-01,M,2012,,1,1010231.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-02,M,2012,,2,1017639.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-03,M,2012,,3,1035229.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-04,M,2012,,4,1046099.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-05,M,2012,,5,1054742.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-06,M,2012,,6,1072566.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-07,M,2012,,7,1091850.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-08,M,2012,,8,1110214.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-09,M,2012,,9,1132336.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-10,M,2012,,10,1148845.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-11,M,2012,,11,1158597.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2012-12,M,2012,,12,1188029.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-01,M,2013,,1,1220516.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-02,M,2013,,2,1240294.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-03,M,2013,,3,1280706.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-04,M,2013,,4,1305563.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-05,M,2013,,5,1320166.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-06,M,2013,,6,1343140.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-07,M,2013,,7,1361363.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-08,M,2013,,8,1373603.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-09,M,2013,,9,1394369.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-10,M,2013,,10,1421310.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-11,M,2013,,11,1438673.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2013-12,M,2013,,12,1461800.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-01,M,2014,,1,1473136.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-02,M,2014,,2,1485112.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-03,M,2014,,3,1516764.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-04,M,2014,,4,1544245.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-05,M,2014,,5,1566677.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-06,M,2014,,6,1625141.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-07,M,2014,,7,1646932.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-08,M,2014,,8,1666209.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-09,M,2014,,9,1641884.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-10,M,2014,,10,1663098.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-11,M,2014,,11,1698601.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2014-12,M,2014,,12,1739751.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-01,M,2015,,1,1777506.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-02,M,2015,,2,1798853.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-03,M,2015,,3,1867621.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-04,M,2015,,4,1903219.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-05,M,2015,,5,1922581.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-06,M,2015,,6,1978211.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-07,M,2015,,7,2019612.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-08,M,2015,,8,2061495.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-09,M,2015,,9,2090743.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-10,M,2015,,10,2117266.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-11,M,2015,,11,2161717.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2015-12,M,2015,,12,2206982.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-01,M,2016,,1,2221661.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-02,M,2016,,2,2262979.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-03,M,2016,,3,2336512.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-04,M,2016,,4,2366708.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-05,M,2016,,5,2415554.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-06,M,2016,,6,2460115.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-07,M,2016,,7,2502936.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-08,M,2016,,8,2564340.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-09,M,2016,,9,2584842.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-10,M,2016,,10,2619675.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-11,M,2016,,11,3043333.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2016-12,M,2016,,12,3103458.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-01,M,2017,,1,3174512.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-02,M,2017,,2,2985207.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-03,M,2017,,3,3102661.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-04,M,2017,,4,3113852.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-05,M,2017,,5,3092970.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-06,M,2017,,6,3111270.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-07,M,2017,,7,3069623.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-08,M,2017,,8,3090263.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-09,M,2017,,9,3127830.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-10,M,2017,,10,3173788.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-11,M,2017,,11,3239500.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2017-12,M,2017,,12,3279359.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-01,M,2018,,1,3290809.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-02,M,2018,,2,3250809.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-03,M,2018,,3,3277011.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-04,M,2018,,4,3281954.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-05,M,2018,,5,3373320.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-06,M,2018,,6,3460290.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-07,M,2018,,7,3505696.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-08,M,2018,,8,3569617.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-09,M,2018,,9,3644048.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-10,M,2018,,10,3690564.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-11,M,2018,,11,3749035.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2018-12,M,2018,,12,3816202.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-01,M,2019,,1,3812786.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-02,M,2019,,2,3730136.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-03,M,2019,,3,3763515.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-04,M,2019,,4,3767829.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-05,M,2019,,5,3767120.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-06,M,2019,,6,3807214.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-07,M,2019,,7,3875175.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-08,M,2019,,8,3949167.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-09,M,2019,,9,4011853.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-10,M,2019,,10,4028586.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-11,M,2019,,11,4033210.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2019-12,M,2019,,12,4105940.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-01,M,2020,,1,4109414.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-02,M,2020,,2,4133555.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-03,M,2020,,3,4426187.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-04,M,2020,,4,4628064.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-05,M,2020,,5,4640199.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-06,M,2020,,6,4846795.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-07,M,2020,,7,4874237.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
879,حجم الائتمان المحلي,Domestic Credit,2020-08,M,2020,,8,4911640.0,مليون جنيه,Million L.E,16,45,شهرى,Monthly,الدولة : مصر,متوسطة,
